arm,iteration,frame_id,seconds,full/psnr,dynamic/psnr,dynamic/lpips_alex,motion_pixels/mae
freetimegs-dense-coarse,10000,24,0.96,22.504723949115473,24.067998035267774,0.2399847793082396,0.08932092599570751
freetimegs-dense-coarse,10000,25,1.0,22.80766038777462,24.519923537152742,0.21401837095618248,0.07426217943429947
freetimegs-dense-coarse,10000,26,1.04,22.949049735651837,24.72152991703436,0.2038044979174932,0.07041660447915395
freetimegs-dense-coarse,10000,27,1.08,23.01610293609941,24.738404075127036,0.20094417904814085,0.06955810884634654
freetimegs-dense-coarse,10000,28,1.12,23.08638472843988,24.171842241348806,0.20593256503343582,0.06833109725266695
freetimegs-dense-coarse,10000,29,1.16,23.16057077314473,23.854605062561625,0.2107741559545199,0.06709754249701898
freetimegs-dense-coarse,10000,30,1.2,23.215115773735533,23.914382781176318,0.20818873370687166,0.06447084465374549
freetimegs-dense-coarse,10000,31,1.24,23.22764727014196,23.913351070217235,0.20655381679534912,0.06361971609294415
freetimegs-dense-coarse,10000,32,1.28,23.178838865161353,23.8332491319027,0.20911906411250433,0.06455529574304819
freetimegs-dense-coarse,10000,33,1.32,23.132990580523973,23.747929457524275,0.21106608336170515,0.06611681294937928
freetimegs-dense-coarse,10000,34,1.36,23.119145832430146,23.744392515140905,0.2100049058596293,0.06588292866945267
freetimegs-dense-coarse,10000,35,1.4,23.14185755595831,23.719241091297764,0.21060010542472204,0.06400308882196744
freetimegs-dense-coarse,10000,36,1.44,23.154434554729107,24.070450859472682,0.2028696189324061,0.06459306490918
freetimegs-dense-coarse,10000,37,1.48,23.166779449362252,24.045836150277747,0.20180643846591315,0.06497600457320611
freetimegs-dense-coarse,10000,38,1.52,23.183315040819288,23.905772871693213,0.203220517685016,0.06607808824628592
freetimegs-dense-coarse,10000,39,1.56,23.176529499862323,23.87571854426602,0.20505213737487793,0.06597604602575302
freetimegs-dense-coarse,10000,40,1.6,23.141913156604776,23.845793443831322,0.20866680145263672,0.06478006578981876
freetimegs-dense-coarse,10000,41,1.64,23.077267250708704,24.085198067698542,0.20500346024831137,0.06542183427760999
freetimegs-dense-coarse,10000,42,1.68,23.049302029200536,24.010259780668743,0.2062644138932228,0.06511636233578126
freetimegs-dense-coarse,10000,43,1.72,23.046789966283747,24.010944869152098,0.20570999135573706,0.06294224442293246
freetimegs-dense-coarse,10000,44,1.76,23.047226406447493,23.74044980942234,0.21051125228405,0.06228843020896117
freetimegs-dense-coarse,10000,45,1.8,23.023690127421226,23.709162982636183,0.21398267025748888,0.06093445389221112
freetimegs-dense-coarse,10000,46,1.84,22.945409278111477,23.63276884238504,0.21875882521271706,0.06205374716470639
freetimegs-dense-coarse,10000,47,1.88,22.851602869860315,23.537035633344107,0.22484227269887924,0.06363937103499968
freetimegs-dense-coarse,10000,48,1.92,22.718394391783413,23.405594702272737,0.23166358843445778,0.06460841558873653
freetimegs-dense-coarse,10000,49,1.96,22.500833945169777,23.177696637384393,0.24291859939694405,0.06922162572542827
freetimegs-dense-coarse,20000,0,0.0,24.92498534555543,25.617933905202833,0.11782713793218136,0.050096118512252964
freetimegs-dense-coarse,20000,1,0.04,25.12641961287851,25.844601516266955,0.11135377238194148,0.047240435456236206
freetimegs-dense-coarse,20000,2,0.08,25.21316372150417,25.92887213334506,0.10890439587334792,0.04658436868339777
freetimegs-dense-coarse,20000,3,0.12,25.26232108536131,25.959451161789623,0.10725381722052892,0.04725230159237981
freetimegs-dense-coarse,20000,4,0.16,25.280194121794594,25.930790703863583,0.10599561408162117,0.04797323094680905
freetimegs-dense-coarse,20000,5,0.2,25.26978101591591,25.9016347726639,0.106432285780708,0.05013047903776169
freetimegs-dense-coarse,20000,6,0.24,24.98375347016944,25.55796319292512,0.11143897411723931,0.059796624506513275
freetimegs-dense-coarse,20000,7,0.28,25.11901739278544,25.964357542611637,0.1061945203691721,0.04850017372518778
freetimegs-dense-coarse,20000,8,0.32,25.476704290446467,26.30718662036451,0.10050434308747451,0.04682966601103544
freetimegs-dense-coarse,20000,9,0.36,25.575167589082614,26.411658984510566,0.09890956059098244,0.04661837639287114
freetimegs-dense-coarse,20000,10,0.4,25.5968311810791,26.409643435913637,0.0983156617730856,0.04717125588407119
freetimegs-dense-coarse,20000,11,0.44,25.623454661242928,26.80845450983189,0.09399762128790219,0.04613066557794809
freetimegs-dense-coarse,20000,12,0.48,25.640435354310846,26.848491338176274,0.09432327933609486,0.04611963188896576
freetimegs-dense-coarse,20000,13,0.52,25.620307441724307,27.06197283543284,0.09416678361594677,0.04772782667229573
freetimegs-dense-coarse,20000,14,0.56,25.56338576006223,27.000145702116583,0.09526315083106358,0.04794331081211567
freetimegs-dense-coarse,20000,15,0.6,25.51997887656754,26.715491453919718,0.10344586956004302,0.04733622012039026
freetimegs-dense-coarse,20000,16,0.64,25.465056114995917,27.019815434394097,0.1013809082408746,0.050084492502113186
freetimegs-dense-coarse,20000,17,0.68,25.415195082576247,26.964385313098745,0.1032590176910162,0.05063122200469176
freetimegs-dense-coarse,20000,18,0.72,25.345174392717983,26.88022197486907,0.10928040059904258,0.053692818619310856
freetimegs-dense-coarse,20000,19,0.76,25.186795400951727,26.619405222079347,0.11622942922015984,0.06045352015644312
freetimegs-dense-coarse,20000,20,0.8,24.776842504634715,25.887360745560894,0.13033337208131948,0.079710328951478
freetimegs-dense-coarse,20000,21,0.84,24.19607566822596,25.11715144693428,0.15263247055312,0.10622952568034331
freetimegs-dense-coarse,20000,22,0.88,23.971937921150715,24.77544279081237,0.1647833821674188,0.11445873913665612
freetimegs-dense-coarse,20000,23,0.92,24.270055886045498,25.212883894690687,0.15531965096791586,0.09895059714714687
freetimegs-dense-coarse,20000,24,0.96,24.784117006133254,25.939186170869974,0.1285189986228943,0.07418634990851085
freetimegs-dense-coarse,20000,25,1.0,25.183258751227445,26.593666231217128,0.11174245116611321,0.05679625583191713
freetimegs-dense-coarse,20000,26,1.04,25.249046598142467,26.72532039873986,0.10760844126343727,0.055270993461211525
freetimegs-dense-coarse,20000,27,1.08,25.25607595625505,26.675598154337997,0.10607980626324813,0.0554107753559947
freetimegs-dense-coarse,20000,28,1.12,25.28182899015846,26.301674085512367,0.10665503020087878,0.0552505049854517
freetimegs-dense-coarse,20000,29,1.16,25.33115663576369,25.99006579659804,0.1097344880302747,0.05407263586918513
freetimegs-dense-coarse,20000,30,1.2,25.33674540657396,26.00401210984714,0.10859405001004536,0.05304566926012436
freetimegs-dense-coarse,20000,31,1.24,25.33176771133108,25.995397627149394,0.10730218514800072,0.052785442831615605
freetimegs-dense-coarse,20000,32,1.28,25.3059624277924,25.936910798013947,0.10808111478885014,0.05255781331410011
freetimegs-dense-coarse,20000,33,1.32,25.2721182494185,25.870115408156465,0.10890771945317586,0.0529111431290706
freetimegs-dense-coarse,20000,34,1.36,25.23353234416034,25.844853250363325,0.10903825921316941,0.05304866439352433
freetimegs-dense-coarse,20000,35,1.4,25.186911506554623,25.753306722317213,0.1106257252395153,0.05196117702871561
freetimegs-dense-coarse,20000,36,1.44,25.15796411070977,26.070082177056683,0.10916594540079434,0.0530136094118158
freetimegs-dense-coarse,20000,37,1.48,25.1227036938145,26.007225843616123,0.10967785306274891,0.05381579945484797
freetimegs-dense-coarse,20000,38,1.52,25.114728402551417,25.895757384262925,0.10855358093976974,0.05462240055203438
freetimegs-dense-coarse,20000,39,1.56,25.074854732325935,25.832045248244686,0.10960443317890167,0.05530916589001814
freetimegs-dense-coarse,20000,40,1.6,25.071654139749175,25.81980733562182,0.11109359189867973,0.053749959294994674
freetimegs-dense-coarse,20000,41,1.64,25.020096594347418,26.002058070877546,0.11038606303433578,0.05425457532207171
freetimegs-dense-coarse,20000,42,1.68,24.993549718735142,25.931738999972616,0.111268258964022,0.054193816147744656
freetimegs-dense-coarse,20000,43,1.72,24.96664569735976,25.912717950688663,0.11182861278454463,0.05309979307154814
freetimegs-dense-coarse,20000,44,1.76,24.971405657306267,25.705562004622475,0.11315958698590596,0.05231318095078071
freetimegs-dense-coarse,20000,45,1.8,24.933151030467183,25.680454760367677,0.1157118051002423,0.05074836437900861
freetimegs-dense-coarse,20000,46,1.84,24.88640363627639,25.642710006180355,0.11649815986553828,0.050980995719631515
freetimegs-dense-coarse,20000,47,1.88,24.83396300920797,25.58667136432585,0.1184608160207669,0.051277611404657364
freetimegs-dense-coarse,20000,48,1.92,24.747473786711662,25.497362806302363,0.12267767017086346,0.05162848656376203
freetimegs-dense-coarse,20000,49,1.96,24.57948544352573,25.323928799672412,0.1305363035450379,0.054930963553488255
freetimegs-dense-coarse,30000,0,0.0,26.38158921623189,26.7578187967854,0.08176404734452565,0.04399916452045242
freetimegs-dense-coarse,30000,1,0.04,26.51008457110807,26.89108743835718,0.0778403760244449,0.0420812979961435
freetimegs-dense-coarse,30000,2,0.08,26.574800832989105,26.960690642614978,0.07565547836323579,0.04118838673457503
freetimegs-dense-coarse,30000,3,0.12,26.60688440289651,26.97887430776674,0.07476172999789317,0.04155057746296128
freetimegs-dense-coarse,30000,4,0.16,26.59001958377509,26.93408967193749,0.07468882730851571,0.04267518424118558
freetimegs-dense-coarse,30000,5,0.2,26.552978084161623,26.890420945239494,0.07472776807844639,0.04403079751258095
freetimegs-dense-coarse,30000,6,0.24,26.237627220375806,26.52951785427981,0.0801222004617254,0.0536136906594038
freetimegs-dense-coarse,30000,7,0.28,26.42092771897893,27.026076278615932,0.07394243714710076,0.04331324280550083
freetimegs-dense-coarse,30000,8,0.32,26.629830073324307,27.230226508444577,0.0700614731758833,0.04288947178671757
freetimegs-dense-coarse,30000,9,0.36,26.6691890984818,27.27477992264735,0.06964381411671638,0.04357987456023693
freetimegs-dense-coarse,30000,10,0.4,26.671554930355665,27.28231681086194,0.06913238236059745,0.04398913153757652
freetimegs-dense-coarse,30000,11,0.44,26.671561115709704,27.57734306939036,0.06699309684336185,0.04320833599194884
freetimegs-dense-coarse,30000,12,0.48,26.682893376562248,27.61944511142292,0.06742506319036086,0.043341864521304764
freetimegs-dense-coarse,30000,13,0.52,26.669314713586488,27.833019820277755,0.06884223253776629,0.04467508941888809
freetimegs-dense-coarse,30000,14,0.56,26.652271067624003,27.800340550147116,0.0685404809191823,0.044723087611297764
freetimegs-dense-coarse,30000,15,0.6,26.66796330063499,27.641571382987262,0.07251126909007628,0.04302891809493303
freetimegs-dense-coarse,30000,16,0.64,26.63395146515487,27.912705317016766,0.07302267756313086,0.04547503404319286
freetimegs-dense-coarse,30000,17,0.68,26.554398857773887,27.78515446854336,0.07472452490280072,0.046744586899876595
freetimegs-dense-coarse,30000,18,0.72,26.49128200952325,27.697633177223096,0.07840884601076444,0.049541632644832134
freetimegs-dense-coarse,30000,19,0.76,26.399534868294097,27.50306692546512,0.08235322001079719,0.0535914646461606
freetimegs-dense-coarse,30000,20,0.8,25.935531778066036,26.826078009374978,0.09272167459130287,0.07255503969887893
freetimegs-dense-coarse,30000,21,0.84,25.285628588663673,25.963769009178566,0.11262427705029647,0.09938671998679638
freetimegs-dense-coarse,30000,22,0.88,24.973909342358525,25.521597598612882,0.1249458243449529,0.10940787320335706
freetimegs-dense-coarse,30000,23,0.92,25.283793627397255,25.802418830433318,0.11819571070373058,0.09585792633394401
freetimegs-dense-coarse,30000,24,0.96,25.86253292318194,26.59261635644999,0.09430152736604214,0.0716408488030235
freetimegs-dense-coarse,30000,25,1.0,26.407437984964787,27.477179979538455,0.0793242659419775,0.05300963080177704
freetimegs-dense-coarse,30000,26,1.04,26.524839987721588,27.723021216053382,0.07609983844061692,0.05015268332014481
freetimegs-dense-coarse,30000,27,1.08,26.54315249332808,27.670970343250143,0.07466131479789813,0.05058033764362335
freetimegs-dense-coarse,30000,28,1.12,26.536592073818756,27.30944046551045,0.07405735210825999,0.051244364120066166
freetimegs-dense-coarse,30000,29,1.16,26.574764382860042,26.991840737805195,0.07724653432766597,0.05018224318822225
freetimegs-dense-coarse,30000,30,1.2,26.61992960635292,27.040917195630023,0.0761023558055361,0.049009705583254494
freetimegs-dense-coarse,30000,31,1.24,26.64572380925609,27.07660627081551,0.07494097575545311,0.048198823196192585
freetimegs-dense-coarse,30000,32,1.28,26.66009911868209,27.075801252411292,0.07684101598958175,0.04796093422919512
freetimegs-dense-coarse,30000,33,1.32,26.661676762680706,27.048683794195203,0.07713503111153841,0.04859486470619837
freetimegs-dense-coarse,30000,34,1.36,26.665539578469755,27.06182410531129,0.076294989635547,0.048156846625109516
freetimegs-dense-coarse,30000,35,1.4,26.647971449229185,27.0186832986451,0.07692698668688536,0.046910989408691726
freetimegs-dense-coarse,30000,36,1.44,26.660557760665668,27.39027001145274,0.07547497376799583,0.04698887032767137
freetimegs-dense-coarse,30000,37,1.48,26.655395467967246,27.369990830005882,0.07631741836667061,0.04761498638739189
freetimegs-dense-coarse,30000,38,1.52,26.66689656335647,27.25325688246912,0.0742283125097553,0.048885773246486984
freetimegs-dense-coarse,30000,39,1.56,26.668624724317826,27.253034115346985,0.07522733230143785,0.04905002967764934
freetimegs-dense-coarse,30000,40,1.6,26.658534583856277,27.21495220229099,0.07594095077365637,0.047471742456158005
freetimegs-dense-coarse,30000,41,1.64,26.590668967112144,27.35439836099504,0.07650153525173664,0.048068094067275524
freetimegs-dense-coarse,30000,42,1.68,26.53766451602751,27.24937504133317,0.0775056928396225,0.04874233901500702
freetimegs-dense-coarse,30000,43,1.72,26.495683610423,27.208652150071188,0.07809792117526133,0.04845797394712766
freetimegs-dense-coarse,30000,44,1.76,26.49748316355375,27.01439235310894,0.07827538096656401,0.04816635915388664
freetimegs-dense-coarse,30000,45,1.8,26.505298657050925,27.039144032986865,0.07974196597933769,0.046411809201041855
freetimegs-dense-coarse,30000,46,1.84,26.47578380412304,27.005475620030094,0.0805438905954361,0.046601238970955215
freetimegs-dense-coarse,30000,47,1.88,26.422931032168112,26.939692179264124,0.08188719085107247,0.047519708362718426
freetimegs-dense-coarse,30000,48,1.92,26.367600489205877,26.88249374297273,0.0844106941173474,0.047350723296403885
freetimegs-dense-coarse,30000,49,1.96,26.248865066770115,26.802416536722514,0.08896830429633458,0.04936401546001434
freetimegs-dense-coarse,50000,0,0.0,27.301849636999084,27.683235646604007,0.058741032456358276,0.03850891503194968
freetimegs-dense-coarse,50000,1,0.04,27.327858930877053,27.706899207687403,0.05750057132293781,0.03782630773882071
freetimegs-dense-coarse,50000,2,0.08,27.362167838325163,27.750378885378318,0.05664450985689958,0.03752096385384599
freetimegs-dense-coarse,50000,3,0.12,27.372416556580625,27.75018980523704,0.05660374679913124,0.038090952361623444
freetimegs-dense-coarse,50000,4,0.16,27.344332994379997,27.709721350071916,0.057142047521968685,0.038606316006431975
freetimegs-dense-coarse,50000,5,0.2,27.324424769002132,27.67602223257531,0.056857525991896786,0.03927660562718908
freetimegs-dense-coarse,50000,6,0.24,27.200917707421333,27.5140764913875,0.0593040914585193,0.04296876319373647
freetimegs-dense-coarse,50000,7,0.28,27.002428630667776,27.646357409779085,0.05868725354472796,0.03986427063743273
freetimegs-dense-coarse,50000,8,0.32,27.431726097084294,28.1521974989249,0.05221607442945242,0.03861643824105462
freetimegs-dense-coarse,50000,9,0.36,27.452003599557077,28.179064215374563,0.05169691486905018,0.0385324073334535
freetimegs-dense-coarse,50000,10,0.4,27.425043505698802,28.17632770036134,0.051556698667506375,0.039199312372754015
freetimegs-dense-coarse,50000,11,0.44,27.41619098383395,28.6023250309285,0.04962249472737312,0.038323803804814816
freetimegs-dense-coarse,50000,12,0.48,27.39582953001036,28.60495022436245,0.05005876440554857,0.038304442229370274
freetimegs-dense-coarse,50000,13,0.52,27.361717676213413,28.71153476554589,0.051430237789948784,0.03928380863120159
freetimegs-dense-coarse,50000,14,0.56,27.30622772700099,28.62502800986517,0.05187551584094763,0.04000831861048937
freetimegs-dense-coarse,50000,15,0.6,27.293439257975212,28.422489833702553,0.053973374577860035,0.03940885669241349
freetimegs-dense-coarse,50000,16,0.64,27.252528118910483,28.684783085377717,0.054723603650927544,0.041606370359659195
freetimegs-dense-coarse,50000,17,0.68,27.20189792843549,28.58360664978865,0.05493541806936264,0.042377469750742115
freetimegs-dense-coarse,50000,18,0.72,27.17326486427347,28.538568636396615,0.056848848859469094,0.044314016898473106
freetimegs-dense-coarse,50000,19,0.76,27.11573027385252,28.372769803842345,0.05961839264879624,0.04700853768736124
freetimegs-dense-coarse,50000,20,0.8,26.468683835293312,27.40631354023917,0.06834969328095515,0.06838114776959021
freetimegs-dense-coarse,50000,21,0.84,25.79469279390932,26.48149323368756,0.08685694634914398,0.09489657108982404
freetimegs-dense-coarse,50000,22,0.88,25.499917770433257,26.06799878037344,0.09890028337637584,0.10421845813592275
freetimegs-dense-coarse,50000,23,0.92,25.830391862240365,26.34545805503506,0.09316590366264184,0.09109049662947655
freetimegs-dense-coarse,50000,24,0.96,26.484597212731302,27.270767701587197,0.07092035313447316,0.06699860313286383
freetimegs-dense-coarse,50000,25,1.0,27.116233458171845,28.32789992134262,0.05737829363594452,0.046663811430335045
freetimegs-dense-coarse,50000,26,1.04,27.12370610439829,28.399579060856734,0.05666896887123585,0.04614280474682649
freetimegs-dense-coarse,50000,27,1.08,27.13695151800592,28.32700648668982,0.056967648677527905,0.04634328853959838
freetimegs-dense-coarse,50000,28,1.12,27.117595632274085,27.999252530690228,0.05586679372936487,0.04719938601677617
freetimegs-dense-coarse,50000,29,1.16,27.119864280149905,27.56626571439331,0.05985343766709169,0.04693043945978085
freetimegs-dense-coarse,50000,30,1.2,27.15191006159686,27.611547355953903,0.05859113484621048,0.04546398979922136
freetimegs-dense-coarse,50000,31,1.24,27.20226567792678,27.66227636446964,0.057170482662816845,0.04398326141138872
freetimegs-dense-coarse,50000,32,1.28,27.22560584532301,27.67659275084003,0.05898657037566105,0.04345224176843961
freetimegs-dense-coarse,50000,33,1.32,27.22144171754158,27.639776032437762,0.059569719868401684,0.04393502976745367
freetimegs-dense-coarse,50000,34,1.36,27.219334429152,27.649249322924433,0.05920033001651367,0.043666166719049215
freetimegs-dense-coarse,50000,35,1.4,27.20303716757723,27.60437337484248,0.05988796489934126,0.04261637463544806
freetimegs-dense-coarse,50000,36,1.44,27.193732931507522,28.03174243070886,0.05857117039461931,0.04346284922212362
freetimegs-dense-coarse,50000,37,1.48,27.14769641067294,27.969407305868312,0.05974960823853811,0.04495491196090976
freetimegs-dense-coarse,50000,38,1.52,27.12766014710439,27.766982480755164,0.058140285002688565,0.04618536572282513
freetimegs-dense-coarse,50000,39,1.56,27.131722182715816,27.781995103100684,0.058779831044375896,0.04628345804909865
freetimegs-dense-coarse,50000,40,1.6,27.131343964744964,27.74833535033063,0.05916325654834509,0.04482541264345249
freetimegs-dense-coarse,50000,41,1.64,27.134915089728153,28.02490582980058,0.05878880061209202,0.0448701111599803
freetimegs-dense-coarse,50000,42,1.68,27.12593466772142,27.93165766983874,0.060070629231631756,0.04496040583277742
freetimegs-dense-coarse,50000,43,1.72,27.121711467069456,27.931585630310533,0.06018040298173825,0.043657616091271244
freetimegs-dense-coarse,50000,44,1.76,27.131360963600493,27.72116422559296,0.06023771936694781,0.04298696123684446
freetimegs-dense-coarse,50000,45,1.8,27.134889399716034,27.78245704642957,0.060698238822321095,0.04183747603868445
freetimegs-dense-coarse,50000,46,1.84,27.123804779515005,27.782923517959215,0.060541242050627865,0.04218902221570412
freetimegs-dense-coarse,50000,47,1.88,27.09733732765466,27.7573289802901,0.06073044923444589,0.04307689471170306
